DB00408,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
DB00409,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC
DB00411,C[N+](C)(C)CCOC(N)=O
DB00412,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
DB00413,CCCNC1CCc2nc(N)sc2C1
DB00414,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
DB00415,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
DB00416,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3
DB00417,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
DB00418,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
DB00419,CCCCN1CC(O)C(O)C(O)C1CO
DB00420,CN(C)CCCN1c2ccccc2Sc2ccccc21
DB00421,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
DB00422,COC(=O)C(c1ccccc1)C1CCCCN1
DB00423,COc1ccccc1OCC(O)COC(N)=O
DB00424,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
DB00425,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
DB00427,Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1
DB00428,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O
DB00429,CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O
DB00431,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
DB00432,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
DB00433,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
DB00434,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
DB00436,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
DB00437,O=c1ncnc2[nH][nH]cc1-2
DB00439,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1
DB00440,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
DB00441,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
DB00443,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
DB00444,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
DB00445,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
DB00446,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
DB00448,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
DB00449,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
DB00450,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
DB00451,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00452,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O
DB00454,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
DB00455,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
DB00457,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
DB00458,CN(C)CCCN1c2ccccc2CCc2ccccc21
